"Microsoft Surface Laptop 13.5 inch (256 GB, Intel Core i5 7th Gen., 2.50 GHz,, 8",,,$90.00,US,,For parts or not working,https://www.ebay.com/itm/364304081794?epid=21045615702&hash=item54d2372382%3Ag%3As%7E4AAOSwb5Vki3S8&amdata=enc%3AAQAIAAAA4NeyoBaNglL8JRFghKHkduyW6j8uC4fPT1RK%2F%2FlHIfD5J5B8zXw9eBqz2bIMSbdZVRG5loJD5gtjX%2FI4T%2FSrFTphzuf0RHzgG6WAV0QyiXt1USZYM1Q3ICO5VOvwUtw50E3xK3eseDDgHa68avnI8qBeEFA5Zm4xTBknK6P2s34ydi9adaNz8nGQVIFp2yLRyWgMxX7q7aLrsBnntZeqjz0E%2BwLWyCgNNUSCa6ZpMye00aJ6qsRTFX7msX3xvvr%2FeU6WQqU9pg4tUr9TNlrh2GfXRb4Ol1Je6erAnq9gEPKm%7Ctkp%3ABk9SR9zC2oGcYg&LH_Auction=1
,,,,,,,https://ebay.com/itm/123456?hash=item28caef0a3a:g:E3kAAOSwlGJiMikD&amdata=enc%3AAQAHAAAAsJoWXGf0hxNZspTmhb8%2FTJCCurAWCHuXJ2Xi3S9cwXL6BX04zSEiVaDMCvsUbApftgXEAHGJU1ZGugZO%2FnW1U7Gb6vgoL%2BmXlqCbLkwoZfF3AUAK8YvJ5B4%2BnhFA7ID4dxpYs4jjExEnN5SR2g1mQe7QtLkmGt%2FZ%2FbH2W62cXPuKbf550ExbnBPO2QJyZTXYCuw5KVkMdFMDuoB4p3FwJKcSPzez5kyQyVjyiIq6PB2q%7Ctkp%3ABlBMULq7kqyXYA
HEWLETT PACKARD 11-AK1035NR (PRM013962),$120.00,US,$90.00,US,,For parts or not working,https://www.ebay.com/itm/225619876726?hash=item3487fe1b76%3Ag%3ACDIAAOSwnAVki3VD&amdata=enc%3AAQAIAAAAwAVR%2BQOXpJuJMKF7G2yx83BE6odhjMESsewUJJ7jQE6Qs1v4CLpgL8jWBxSry2InQDtdPPqVPe9TRxcU%2F9Dg0ttB6KdfsapqOwT6qV4oOFLfKzczTB4xF8NKaW3iPWU4N7KEf86YK3JHg6ksmip3bP0AoYxliPYo8wNyHkvTAQev41ceJyzNw22e%2BtVLJ8tBE%2FeVoPFKqlgO3MTVjveKdqYaZBsk37QvDBgLQK2mHw%2FHZXxe1LhhWbwIGCXppYsGnQ%3D%3D%7Ctkp%3ABk9SR_7Y5IGcYg&LH_Auction=1
"HP Touchscreen Chromebook 14 inch (32GB, AMD A4, 4GB) Laptop - 14-DB0025NR",$95.00,US,$72.00,US,,Used,https://www.ebay.com/itm/145139758036?epid=8036246475&hash=item21cb00f3d4%3Ag%3ADUYAAOSwQlRki3Uw&amdata=enc%3AAQAIAAAA4NhEvVafOeOqfBu2pVBQALuZvmaZQF4YsSlZP%2B7u%2FhU4h%2FAtUgUHgYLuyt4euStvRmvlwGk7FNrkTkWKTY4FT%2BAQTjfn93tcczgGSO1U%2BuCuzfQGIzj2phv%2BX8Hau3JV3q%2B3IUnmzR%2BeYV4hv5ed5lTG1SGodik4kZWloeCHsGjjDcIwoVXD3v1s9qzYP79fxosO1OJE1L4f4ELlkWykV0m2TEi%2B3dhnrwzUE3%2BekEMJjNyPX1jwjJ4Ym8c1Ivuz8yVVPGBDDzvP9ADBEOh18SsdO25f6mVhISkzA20CHxhZ%7Ctkp%3ABk9SR4DZ5IGcYg&LH_Auction=1
"Dell Precision M5530 15.6""(512GB SSD, Intel Core I7-8850H, 2.6GHz, 32GB RAM)",,,$200.00,US,,Used,https://www.ebay.com/itm/394682022950?epid=3032340950&hash=item5be4e1bc26%3Ag%3A-8kAAOSwPvZki3Gc&amdata=enc%3AAQAIAAAA4BJouMVr21HiiYfkxqyvOFBw4lIzAplIi%2B701lNNWNFemfHXBb3IyAYKhHiIHlthNgn%2FJkVy1LrrVSzSQnFU74Srgd06GGQye7Y1QgLmSn7BQBXvMfAoaFb%2BlFM4ND6%2BVBRqn1gjZOOBP2wZnlcHPmoApTXXtrqulJ3PjzJJ6qTXfC9xLuv0cZE%2Fi5o1k%2By%2BRzhk7KauiEf%2FLC3tJqeOP%2FB8Ya3%2BMH%2BntnZB6LzK0f9ECGkyHtFAAIrLUX8gDsHHutK0F4s8i%2BO2OMCpcTAcIehYPtNHe4D%2FksbWg2jk87RV%7Ctkp%3ABk9SR4DZ5IGcYg&LH_Auction=1
Lenovo ThinkPad T450S Intel Core i7 Laptop 8 GB 256gb SSD Windows 10 Pro...,$200.00,US,$100.00,US,,Used,https://www.ebay.com/itm/166174897492?epid=20039329901&hash=item26b0cbb554%3Ag%3AG1sAAOSwSUhki23Y&amdata=enc%3AAQAIAAAAwEx2qtfDG%2FbRJsJWjoWHZmK8VIPMuHZIKX6glj7kasg6OR%2BSEdQ6E9WWGiGFA6H9l2t4jmctwN75xM%2BYAQXaN6XNc25IqEFxz5Gwtf79ocgq%2BCzaV9y40RZOHbJopVgMqKMLjOV0aIa1GtY6oAnYV0cxVrewbzHmVvi027XaFo06YHeUgtXesPf110W6%2FeiPIrysgS%2FJAjHyikomvECqSAwj7bYKHA6u229opWmIfDaSQtvlk1ydsxCvt6fk1YTO2Q%3D%3D%7Ctkp%3ABk9SR4DZ5IGcYg&LH_Auction=1
"HP Envy 17CH1035NR 17.3"" (512GB SSD, Intel Core i7 11th Gen, 2.90 GHz, 16GB)...",,,$197.50,US,,Used,https://www.ebay.com/itm/185942990991?hash=item2b4b10e08f%3Ag%3Ak20AAOSwzFZki218&amdata=enc%3AAQAIAAAA4DyPwr0a5TvwJE378VT5puNHRhdF1fvoRpS2iNLCogjVllNNSv22QoaQQIbYs6lJWwbxDmJLO7Pt9tSDQzyjcD6%2Bk2X6xuwaJ2OutZfTtOzhgmJdSViyawKbsmfRwdKsFPghHBdhLZuXyH0d7BHI1mr3OFe3p2aru%2BOvLQJt1Y00yTQytylhCFVCsPZbo2d8vMj6htB13cK%2FrAvpIH8LGDO7Ag%2F0ymH3DJ3CfAsO2cGD7v72MQWsOFn3cRyyIXeplAGUrgYo8dy1Oq29pvYcnnfwdfgmy658vlMu%2FbDf%2Fj13%7Ctkp%3ABk9SR4DZ5IGcYg&LH_Auction=1
HP 15-fa0031dx Victus Gaming Laptop i5 512 SSD 8GB Ram GP3085155,,,$330.00,US,,Used,https://www.ebay.com/itm/266299741112?hash=item3e00b393b8%3Ag%3AMYgAAOSw6rRki0cI&amdata=enc%3AAQAIAAAA4CVFRggC5Rb4w6%2BDge2p%2BJoTow2BSQG7Waova7DHlRv3oPq8CI7hEN5GfBV955rSgT0xwc%2BsZcY%2FeLXx4UJhPWeyCU2t%2Feql0QPHHwahCjvEUc9SSo7ivksapaigV0Tc7VeV6EJ%2BP7%2F1WB5iCFo9qPNdKvWjso1iG7lANxaqxD7m2W0CQRkMFPfpvI76w6AuraMKSV4Ge%2BTbw%2Brzxf1UW4ToI1GZmhO3aDC8h4PjBB09t39Q6pY1i%2FLtdhemelhx2Qurqi3ULbUj6cQI%2FtKpg4UM4DKS%2BtfdqAkByxfdaFcd%7Ctkp%3ABk9SR4DZ5IGcYg&LH_Auction=1
Microsoft Surface Pro 6 12.3in Intel Core I7 16GB RAM 1TB SSD With Keyboard -...,,,$450.00,US,,Used,https://www.ebay.com/itm/204368602642?epid=5031296393&hash=item2f95516612%3Ag%3AQwIAAOSwmeVkjGSx&amdata=enc%3AAQAIAAAAwI0ZI1uvIFmuxbdDvBTLFXIm60nv3ALDBtk3Psl0ntFlVx8ojbVvTTzk1mWJBow35mHgDvspyaHC%2FrS8Vf4mxTS9MPn6wzgpFpMZNthwTt21S6yHOHslxCoDbaHxvZwXPhUWtaNgLsoop7CUjFMComdhybVs6szfIXxdxI%2BrO3d4b%2BpjsCFLryt6ZZ70fcPBozm9jvBteien2x3LpoedUDdX0hvcznQ43%2FOWlViln2YMF8f9kCHmLYpEwAh%2B7lKIkw%3D%3D%7Ctkp%3ABk9SR4DZ5IGcYg&LH_Auction=1
Lenovo ThinkPad X1 Carbon 5th Gen i5-6300U 2.4GHz 256 GB SSD 16GB,$259.99,US,$199.99,US,,Used,https://www.ebay.com/itm/314639678913?hash=item4941fc7dc1%3Ag%3ANSEAAOSwPn5kg3b3&amdata=enc%3AAQAIAAAAwGQGFZttfXw35Wbk07zgG5bdFX%2BmYJavTHrOak8baZVAhsJ4urPcLzueTWje0pbJ6Ongd0VrWWL1B07d%2BUDyx5KZkR0NWe91gFTgG%2FQlmPTocU9sI%2BGWCOVRNGpnB9U1Vb5aR8rSTpJyN3XEJ2mAXCXC%2Frbbb6hPUav%2Fv1ofIZFSiQZ8m5xzPFj%2B96ovAJz%2BYeLCyVGYkGHbXwwUOrJ2BpKo02q9OvpBdl3EFOA8NMvuzxKX11ZceATlx5Yz%2Bonyrw%3D%3D%7Ctkp%3ABk9SR4DZ5IGcYg&LH_Auction=1
"Acer Chromebook 15.6"" (16GB eMMC, Intel Celeron N3060, 1.6GHz, 4GB RAM) Laptop -",,,$15.30,US,,Used,https://www.ebay.com/itm/334910493676?epid=21031983880&hash=item4dfa3893ec%3Ag%3AECUAAOSw6zlkiKEl&amdata=enc%3AAQAIAAAAwKcKRr7vIEppMiB%2FXLVdZNIsE1ziAz4ilh3eCLbtQsOrl69zWJf%2BK0MpRLUF7T5L0%2BpGGc6U9UaSI7Ua8RsUKGZ60rBrJpXPhQ7DHGd8xkBqJq8jRxvYgM0Ww8dW52hCPuNvbIpIP13xyrRnqNFtI%2F8ememar0RlfHwXbs1dLWk5d2zEo7Zukt7o266tQIqgexFoUfBPrDvEYRaugKO6t8u6kcTwkmn7bR4GoeHOwV2VMb1yI51Spqeis2vVE5wMIw%3D%3D%7Ctkp%3ABk9SR4DZ5IGcYg&LH_Auction=1
Alienware 17 R4 Laptop excellent fully working. Win 10 Pro 32GB Geforce GTX 1080,$650.00,US,$385.00,US,,Used,https://www.ebay.com/itm/334912462096?hash=item4dfa569d10%3Ag%3AYugAAOSwKKRkipxa&amdata=enc%3AAQAIAAAA4KCPhgm4VVSjtuxhYgdM6LBaqqXiKdGu8QZViso8BBEXNYxniLs1BD0IgQHhVLxwHOAGHCLfvqKf4v6yRtUvU6a5vEHGX2NMrCWfPCBEOv6jhTTgK0jny%2BGSSXiv125as23R64d1lsqImWJK%2Bmsx7rM60nIs1YeaJDq%2FVmfMLofestyLZQLgsFR6%2FusOlhh%2F5zo6tcUkn2vTagiG1CaKhE3k9kfB9%2FZLwfdwoZLegpfxB4z0Y7PPR9poDAEW409VF%2F4lF9RjEC129wPzpTUuk5BAAJp0laohOOvEL4KouvUm%7Ctkp%3ABk9SR4DZ5IGcYg&LH_Auction=1
"HP Chromebook 14a-na0011ds 14"" (128GB eMMC Intel Celeron N4020 1.1GHz 4GB)...",,,$52.00,US,,Used,https://www.ebay.com/itm/364304051219?epid=19048328949&hash=item54d236ac13%3Ag%3AT1sAAOSwj01ki2zi&amdata=enc%3AAQAIAAAAwH0P6QsYH%2FfgQA%2FKuNE4JuVKMMPNh1EdknbXq%2FirNrQmsq56jAVbBvkwGt0t9KznUKZ7qecAA1q6eDkGN8WOuVqMXqrnU3S3c%2BjbUv%2BKcr8dRfN5jIZctT3wnZjqoCZG5rEHKe5X8%2BKBcZjdjgQ1pg98XPV9Ifqgr4oQCANEstMP95uSNbrB0FZv4gBUprZ1VSI7xEL7UBO1KBnSn2hxhE3WZm4ANhgKyDYYOoHxqj%2BFmMUy4ccgCU7J7m9BgyWV4g%3D%3D%7Ctkp%3ABk9SR4DZ5IGcYg&LH_Auction=1
"Lenovo ThinkPad T480s | i5-8350U@1.7Ghz  | 8GB RAM | No OS, HDD",,,$100.00,US,,Used,https://www.ebay.com/itm/204374172234?hash=item2f95a6624a%3Ag%3AjvwAAOSwZ0hki2jM&amdata=enc%3AAQAIAAAAwC4oA88SULJW2JuAwZs7vIPEtLVF1bz8uNJKl6WnA%2FAVZWuGlvudZHyBkyAs6cjkq%2BXWTVBrUdu5LZjbkF32R1ktTxDwuQaV%2Fi%2FTYxXbCZ93nAL3gqm6ZIuIYfRRdyA8klt2QsnTnGTJ7J2UpEhNnLPYx8nC%2Bm3THZxxfkbd9P5U3TdzutJN6kF1HIaCfBJU6WwO%2F7i%2F0Bs1n0uMP24G3GDJ9u1EB%2Fnb7meK6RzwULbE2ba6ubghtEBGygq4xEbdAA%3D%3D%7Ctkp%3ABk9SR4LZ5IGcYg&LH_Auction=1
"Dell Latitude 5480 14'' (256GB SSD, Intel Core i5-7200u 2.5 GHz, 8GB RAM) Laptop",$99.99,US,$69.98,US,,Used,https://www.ebay.com/itm/225619822644?epid=6050133575&hash=item3487fd4834%3Ag%3A4VEAAOSwHxdki2vF&amdata=enc%3AAQAIAAAAwB6UykRXxEt5Y2mhJwlVO%2BoT94fP%2FXbYGm1s%2FAf7w0swwTEJ6%2BMx%2FKUJqnU8Y3TESi3%2BnUH5MVBiAQ5VXJLC8l2uWgozBfDth1GgU2Is3I8k1J2oTGYIpllfgpDMrd%2FpP9E01EDKrnpiWoKdAKNea1XcKenDTnwE2LNYdtqHwHZm7kLBhdsS57QjXIqrC6qRHt1LI9bpH4jshgCw9sNTsEAXG%2BWS54XtfGa6w0X4ITJsqdHpaf7y04GPMYQZJt2USg%3D%3D%7Ctkp%3ABk9SR4LZ5IGcYg&LH_Auction=1
HP Pavilion DV9700 17 inch,$80.00,US,$10.00,US,,Used,https://www.ebay.com/itm/225619822548?hash=item3487fd47d4%3Ag%3AsckAAOSwDf1ki2wd&amdata=enc%3AAQAIAAAA4F39YJyGrBAZ1dLxHTRjEQNq%2B12YjV%2FhsIiv0SNfe7N08lq6YCKZm%2BodsVyqU4Nkab8edGgrg50d65uinoSIoFryjNC6%2FVRETGb4RjToXhW5w%2Bcx1i%2F2HlArMhsSK8pwHZXODpm%2F8FBsPZi6nascJ3vHruKMUzHru8wqDbCP6Cg2rSx06by6KKV3MLwojJ7aa2DLz0XypJijpC504sfQt7%2BDeU%2F%2FAeAtzN%2F2ccex5iLaxYx53uY0KEfNvgkMRbmXQuQ29DuOqwMdh3EELBBaQV911%2BO5IEYemqeNVBxnAl7X%7Ctkp%3ABk9SR4LZ5IGcYg&LH_Auction=1
"Pinebook Pro 14"" ARM Linux Laptop, 4GB RAM, 64GB eMMC, ANSI",,,$123.00,US,,Used,https://www.ebay.com/itm/275905213138?hash=item403d3b72d2%3Ag%3AAeIAAOSwpeRki2u7&amdata=enc%3AAQAIAAAA4P%2F0%2B93F7LzkQnzUO4vkNclaSR6QJGdK2TifOq14ekNG0t6xHEMRSMCGEahJ7Csnz9prxYKkiQtUa7pSv4gnqe1vcEKyNwCZ2ZQDTWiTHj8uFUSpAre2DhGkp4dEVqZqXD%2BozQ7vmZTslGXbmlnyyl%2BpRip2czbLWhFW4LBb7eUKxlIK6NX2%2BZGBS%2BL0JSu72IMaU5pgR4%2F826TUYFbchNAk9%2B55%2BSkoF%2FdCmdLqauFvAxHAKoO3wEclRJxN9%2BpaPwgJa63xX6eVrIQ5mIGqHU42mrqDiw8J97Dvel02UiAt%7Ctkp%3ABk9SR4LZ5IGcYg&LH_Auction=1
"Microsoft Surface Pro X | 13"" SQ2 16GB 512GB SSD | 4G LTE Unlocked | Matte Black",,,$500.00,US,,Open box,https://www.ebay.com/itm/235051595506?epid=9041880701&hash=item36ba2ab6f2%3Ag%3AP6QAAOSwxJlki2nO&amdata=enc%3AAQAIAAAAwGDtS9Jwv5OdSWc6C%2F%2BNKgSU0u%2BbHJcUlXzaAILZ3v4UHnojssZ5jSiJJXqm8RkLt8iWG%2FAIh66xFN%2BXmykJq%2BXJ%2FhNaIslyZpNIrUwE3EdHtKcYm6pEqa%2Fa7Iol7zQ6OsJnYe%2FBd2Iv%2BVxeAvAnfZwbw94e1pw3gJTcBKxsxjageyOS34DUp9v1I8ntJlnQYy0CPiyQhCQyQOWJx1vuCxoLCq0him5BZTOVTARZXOHSqcUK9SML2GbLthuWb%2F7X%2BQ%3D%3D%7Ctkp%3ABk9SR4LZ5IGcYg&LH_Auction=1
"Microsoft Surface Pro 7+ 512GB, Wi-Fi + 4G (Unlocked), 12.3"" - Platinum Gray",,,$594.00,US,,Open box,https://www.ebay.com/itm/125977729238?epid=28052538348&hash=item1d54db98d6%3Ag%3ABcoAAOSw0Jxki2r7&amdata=enc%3AAQAIAAAA4NM9wVFzBdTsQte1a1ZRhC9E0hibTr4eXy5bwtt2r9oepntlC%2BMruer%2FbTh01EnRm8DRFeNzWygUGdatwxR%2BNg6czhCbnInV6iiFdevwzGwC1SyM8sfUlfe4pV38Wsul3%2FZexUsjLkjdP9w0vwqf30JVo820dK6x6Mo89I0mMBZ3yA1mmNHsyZr8V92lIaVMO0rwvuEL5128uy8VGWMtd57RdgPkfI1PFesp%2B40RPzM0yK5U5E1bUHUvm9U5rafKrDmdNLD6U5gT%2FxbY6ab4ACibxdEUmt5mQPMA0rshYM7R%7Ctkp%3ABk9SR4LZ5IGcYg&LH_Auction=1
"Compaq Presario CQ62 Laptop Intel Celeron, 3GB RAM, 250 HDD, Win 11, Adapter",$55.00,US,$40.00,US,,Used,https://www.ebay.com/itm/325695434585?hash=item4bd4f5ef59%3Ag%3AvjwAAOSw%7ENRki2W0&amdata=enc%3AAQAIAAAA4Nwpwve6%2FbYePC6zedGrKG9IDaj5DWcrGWAllRNQdfFNhIIfZ9DZmQ187la%2F3MoH5%2FBRroUgrCEDbqjvFX4Mzh27X%2F8ivOuwofqlNv9yJScRJWOoNWYv6D53GlSMZjJE5Ntnv89XSetowUMgPDmzjbrp3MdPitfhn0%2BL%2FFoLv5JAaDLjJKHqomRPvMGBKSUxUFl1XCHHlksO3yWfwpSUN4Efgo%2FvmPRV%2ByEEIE2owvJnjim8ViL8ovoh6BkIdFWawZ7k9q8gawrxJUSjbziFBR7kExh9RxgrBC3mDvAMF8zM%7Ctkp%3ABk9SR4LZ5IGcYg&LH_Auction=1
"Acer Aspire 3 15.6"" used but needs to be cleaned",$574.00,US,$265.00,US,,Used,https://www.ebay.com/itm/404335933250?hash=item5e244cb742%3Ag%3AXrEAAOSwa3dki2it&amdata=enc%3AAQAIAAAAwGDmubIEXSqCHvNd%2BeBLmekehRmExs4NdtZHJRX8tXCq905P%2FopoG5Fu6xtWpwxmmo2KSo7VXRB7CVwg49ArxTgDXcyhWPiSf8DuLJ9F17nEtS%2FwKwQPO29BwbOao%2FQAGuBN3E8GCblGRa40Eb5u8XA1tzjDg%2F3y3ltaXrmvChRZ%2FtbOBIqWJzXkjOkwBYozSDCoFzHInqf03mnZ7DqA9r2k0N43G1HE1N%2FgaIvPoL9AweNXIrU4moYBGYJGgCxCUw%3D%3D%7Ctkp%3ABk9SR4LZ5IGcYg&LH_Auction=1
"Lenovo ThinkPad X260 12.5"" i7-6600U 2.6GHz 8GB/320GB Webcam Laptop [No OS/AC]",,,$26.00,US,,Used,https://www.ebay.com/itm/285332567270?hash=item426f2574e6%3Ag%3AzzYAAOSw8khkhw6L&amdata=enc%3AAQAIAAAA4G%2BvkiKjaMybIhjgHWSnHXbrR27lvXNHgklfPvc72eSlgp2jjuzHZyR%2B6Mbk6J5yi13JSE1L%2BsP0fP4wEjrWmvIoSVdVzW8LCimijajseqEFlMgk8DnAFOfKxYSBHwuNiu2SZ08uAXH1s4tCrer64WXHT%2FaTRSqGc2Q%2BpbFcO%2BlDLx3wau3QqqaksMy4adeWkWq4n3W%2Fzl6F%2Bu5txRkHDwgVbF0PUx38zf7pDcQ%2Fqdwkt3zjOeMOHFoI3kKxVnMNa74Aq%2BZiA4VCIu5hAy%2BvbWSlFIAXFi5yqYLge6rC%2F7FH%7Ctkp%3ABk9SR4LZ5IGcYg&LH_Auction=1
Razer blade 17,"$2,999.00",US,"$2,199.00",US,,Used,https://www.ebay.com/itm/314650630608?hash=item4942a399d0%3Ag%3AiHgAAOSwDF1kiU6t&amdata=enc%3AAQAIAAAA4MHPkjXRA%2BqNxLdmPFumZk%2BbwOooWUDPCgE7YeKBLnXD1E9AV3DpyEfFwRNtmjzQLagEpqgjujsjT8KGE8jNUF2qm2do1s%2B3G3AVyYgl9T9mM4uHH4FcD2mMIrN2E1eRkUQ818GoH2hZupUsH2eaPUM7Lxau4c6uqtdH7%2FwNOCKep9%2FBwNjW3SIIWl%2FcB6GMP3LMTtpeWRx%2BqzXMVAMRaoN97nLpLfWHMdo0qsi4Pw3%2FRQ9KOqElCs%2B%2BXAfDm96BK79JIpZL0YiJ8nHaQfgyn7DrtvQY5nQuWe1t%2FOxHRM6X%7Ctkp%3ABk9SR4LZ5IGcYg&LH_Auction=1
HP Chromebook 11-inch Laptop - Up to 15 Hour Battery Life - MediaTek - MT8183 -,,,$59.00,US,,Used,https://www.ebay.com/itm/295761447170?epid=10042113866&hash=item44dcc18902%3Ag%3AZ%7E4AAOSwUghkii2r&amdata=enc%3AAQAIAAAAwNqI7u%2Fx3sk51BwMkldgRWAHjBRtgG3OPKq2QMuEsF7m6WCkAUQGqpkQMTu8wXYz9hM%2FzbJdt2ytUJxECQRF5RaSS7GQUMn1YAowJPLEJuiaAjExgJ284ns6QOHMzXpemyjNjD33eeFnqUWW%2B8KEOv0RksxK9BFX%2BpOblvpkxP7R6k2em3kBU%2FTChjNZyJqVqhdJlZc5oh0fwVCcg6uIEH8giQA09z87ejkXOrKovuSWSjA8KqJNKFTgZ8TmdalRIQ%3D%3D%7Ctkp%3ABk9SR4TZ5IGcYg&LH_Auction=1
Dell Inspiron 15 3000 Good LCD 4 GB 15.6 Intel Core i5 -see description-,,,$25.00,US,,For parts or not working,https://www.ebay.com/itm/275905187188?hash=item403d3b0d74%3Ag%3AupsAAOSwJD1ki2VA&amdata=enc%3AAQAIAAAA4HMn%2FuJopiItiyMVt8Jd4FKdhxzK4LQZSK3lB9nWoW7Vj7L%2BtMys%2FMaubwEVyXnCi%2FfWY8us4ndSYQ9AX1q%2BacNlkWir0ydg7sqseNNPFtMmWxVlLYt55QdsDDfz6nbEI8gpCb28lgbMaVXbvFkPblvxIZXEwhrSwU462AscoS09IOVSlG04mW1X6do51IdtPkWRurDTma%2FXOG2IzBDyqB3cSAFPDeP%2BWDcP0d%2FFqF4XcMpWBeRKU4VjWr6VeOP7%2BzO2HWyPYTkhotJhwbj48OznxqncJPWnna52nau5bMRD%7Ctkp%3ABk9SR4TZ5IGcYg&LH_Auction=1
"HP Stream 14-cb116ds 14 inch (64GB, Intel Celeron N, 1.10GHz, 4GB)...",$55.00,US,$39.00,US,,Used,https://www.ebay.com/itm/394687334475?epid=18039022767&hash=item5be532c84b%3Ag%3Af6EAAOSwlahki2Tu&amdata=enc%3AAQAIAAAA4NXrE8ZIeGH8Zv1iS%2BCbtSpjJa550R65xWi7XhAoB6SJ29jJwguo5OPoxfJIH6vzBBswJPONsx95o%2FRZUJiLprG8Vr%2BC9C2xDAeTTYjD1lttxJlcPfxiPNWwGcWv8DC4TAI3XFkVesbGzWhSFL5kI9DbXbMZAM2YBd5V3eVsoncRKP%2ByBeuy7jy7wysBBYiX9eJKs8ZwYlUjcBYu44n9M7ooV2WlIpRQ5ZFisDHdKpITKHJ4VUtXqnDxqnr%2BRgurqjStqwf09l0xZOPsq9p0xuD6viVZTwKbGd8SamJH11Cu%7Ctkp%3ABk9SR4TZ5IGcYg&LH_Auction=1
"Dell Inspiron 1545 15.6"" Laptop Intel Pentium, No Hard Drive; For Parts/repair",$22.50,US,$9.80,US,,For parts or not working,https://www.ebay.com/itm/266299678620?hash=item3e00b29f9c%3Ag%3A2tMAAOSw3WBki1xQ&amdata=enc%3AAQAIAAAA4EnknpQhgoaGEWlHJQKQFutUqj9x6sKaoiN30FxiG7PZEGAt73CBSXFtqbPAn6ikh%2FwoeIGOOGCoc5qTtIgy51AHtfc1wkty4Gv1Q9dKMIRWSuEkJEcO0PoAkBiiwPkxYx%2Bztsyh8EkuTpYj8SDjlZMYErEAeV%2BRLZzojaiX9ItkqQjT%2FCXMr6IWTMv4lgg3f2gmrBz3IggSEhZwc1OihSAZelMGKZJeZTBN3xfeNWrWK4FAhey1BQcgSS6nREiJAP0%2BEdrBP0aPXwFlN6lUVBKNw4JWE4JWI0kcbamT%2FutJ%7Ctkp%3ABk9SR4TZ5IGcYg&LH_Auction=1
Lenovo S10-3t,$169.00,US,$79.99,US,,Used,https://www.ebay.com/itm/225619760529?hash=item3487fc5591%3Ag%3AFQwAAOSw7Hlf1P0k&amdata=enc%3AAQAIAAAAwMtTPgr1h2lEj8aBWvcGNFBjsrtobGSQn%2F5wdZo1BH54zRuKORrUOvRyPlWT92Gn20njTTeY8XL6IKW%2F67AvwAAnG9%2FkBxRhdf6SK89bnNzUQSMe84T193rb41wCiHAhsa7SCOzi9%2F0BdENjZ4WvnrS5O93ESgL5KXD706tyVk4GGLgqKhEQCXETFW7M6W479pHFTRipmZ3F4mSFZ5U9pGgW71J4NWVjtgV4wh4nWkgdW5fPPPeK9T%2B7amrKkj7zKw%3D%3D%7Ctkp%3ABk9SR4TZ5IGcYg&LH_Auction=1
"DELL Latitude 7310 13"" i7-10610U 1.8GHz 16GB RAM 256GB SSD 1920x1080 Win10",,,$380.00,US,,Used,https://www.ebay.com/itm/285331419149?hash=item426f13f00d%3Ag%3A-6YAAOSwlYlkijx1&amdata=enc%3AAQAIAAAA4OMxtgPabr%2FNfGV8%2BzaNrwE6C0GBBccZP1v6xOl29L7mK4FsFRDbNf9e%2FUYpKYGQD0a7AbzK8XPv0WGp043IcdxefPA0f2RoQTzhs8fbLSSN3GQUbnE2GXCSH0ETqZnXIwTOxVlnjEZidh0IedlrNm7vomvD3Th%2F1eUDkdgr8dz%2B86HGgMcD3%2BI4%2FDewn0MfaYl1jgTkTGALm%2BxxL%2BIVUiTwa3HHaS73LBlcdpfcf3xfX7Eau%2BnyHf0BVoX0oBKOhvh0FM67gnA352PEZFUEwHzoPZGWcIhxMyzxYwGU52FC%7Ctkp%3ABk9SR4TZ5IGcYg&LH_Auction=1
Microsoft Surface Pro 1796 i5-7300U 2.6GHz 4GB 128GB 2736x1824 Win +keybrd READ,,,$140.00,US,,Used,https://www.ebay.com/itm/285331458160?hash=item426f148870%3Ag%3A0g0AAOSwKzFkikaC&amdata=enc%3AAQAIAAAA4G6hcGoZx0AYjbtUeyE%2BUcG69DB6EV28ztTGhMmbvIy3x8b%2BDU8Qq5FV8WzddVabAy3NzazpixnmbZUvbRpz%2BeDPVyEdGD1IqwJz0ZnTMyAwB65GCv2Rsam3O7JzfR6ccD5WYkM34bIFXQgX1bvst0W%2B4vDwMTwP9qWmSKe7uBeYciAjqKp79rzFveM5wjs%2FXOeJ1dpGAKLkZbDzelHxWcw3ZOBIzWu%2Bp%2FqW4cPA5Uf%2BkjmT8KYVkLFSpzllhfUgoyD9f00yNXx9z0%2FZVmX39xOdF0BuwqxFEiyF6Dbk9xi%2F%7Ctkp%3ABk9SR4TZ5IGcYg&LH_Auction=1
